match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
7948,1,Delhi Daredevils,Mumbai Indians,13,2,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,13,3,RR Pant,V Shankar,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,13,4,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,13,5,RR Pant,V Shankar,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,13,6,V Shankar,RR Pant,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,1,V Shankar,RR Pant,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,2,RR Pant,V Shankar,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,3,V Shankar,RR Pant,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,4,V Shankar,RR Pant,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,5,RR Pant,V Shankar,JJ Bumrah,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,14,6,RR Pant,V Shankar,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,1,RR Pant,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,2,RR Pant,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,3,RR Pant,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,2,0,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,4,RR Pant,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,5,RR Pant,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,15,6,V Shankar,RR Pant,Mustafizur Rahman,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,1,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,2,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,3,RR Pant,V Shankar,HH Pandya,0,0,0,4,0,0,4,4,8,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,4,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,5,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,16,6,RR Pant,V Shankar,HH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,17,1,V Shankar,RR Pant,KH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,17,2,RR Pant,V Shankar,KH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,17,3,RR Pant,V Shankar,KH Pandya,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,17,4,RR Pant,V Shankar,KH Pandya,0,0,0,0,0,0,2,0,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,17,5,RR Pant,V Shankar,KH Pandya,0,0,0,0,0,0,0,0,0,RR Pant,caught,KA Pollard
7948,1,Delhi Daredevils,Mumbai Indians,17,6,Ankit Sharma,V Shankar,KH Pandya,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,1,Ankit Sharma,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,2,V Shankar,Ankit Sharma,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,3,V Shankar,Ankit Sharma,Mustafizur Rahman,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,4,Ankit Sharma,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,5,Ankit Sharma,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,2,0,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,18,6,Ankit Sharma,V Shankar,Mustafizur Rahman,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,1,Ankit Sharma,V Shankar,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,2,V Shankar,Ankit Sharma,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,3,Ankit Sharma,V Shankar,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,4,V Shankar,Ankit Sharma,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,5,Ankit Sharma,V Shankar,JJ Bumrah,0,1,0,0,0,0,1,1,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,6,Ankit Sharma,V Shankar,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,7,V Shankar,Ankit Sharma,JJ Bumrah,0,1,0,0,0,0,1,1,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,19,8,V Shankar,Ankit Sharma,JJ Bumrah,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,1,V Shankar,Ankit Sharma,BCJ Cutting,0,1,0,0,0,0,1,1,2,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,2,V Shankar,Ankit Sharma,BCJ Cutting,0,0,0,0,0,0,4,0,4,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,3,V Shankar,Ankit Sharma,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,4,Ankit Sharma,V Shankar,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,5,V Shankar,Ankit Sharma,BCJ Cutting,0,0,0,0,0,0,6,0,6,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,6,V Shankar,Ankit Sharma,BCJ Cutting,0,0,0,0,0,0,1,0,1,,,
7948,1,Delhi Daredevils,Mumbai Indians,20,7,Ankit Sharma,V Shankar,BCJ Cutting,0,0,1,0,0,0,1,1,2,,,
7948,2,Mumbai Indians,Delhi Daredevils,1,1,AS Yadav,E Lewis,S Lamichhane,0,0,0,0,0,0,4,0,4,,,
7948,2,Mumbai Indians,Delhi Daredevils,1,2,AS Yadav,E Lewis,S Lamichhane,0,0,0,0,0,0,6,0,6,,,
7948,2,Mumbai Indians,Delhi Daredevils,1,3,AS Yadav,E Lewis,S Lamichhane,0,0,0,0,0,0,2,0,2,,,
7948,2,Mumbai Indians,Delhi Daredevils,1,4,AS Yadav,E Lewis,S Lamichhane,0,0,0,0,0,0,0,0,0,AS Yadav,caught,V Shankar
7948,2,Mumbai Indians,Delhi Daredevils,1,5,E Lewis,Ishan Kishan,S Lamichhane,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,1,6,Ishan Kishan,E Lewis,S Lamichhane,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,1,E Lewis,Ishan Kishan,TA Boult,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,2,Ishan Kishan,E Lewis,TA Boult,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,3,Ishan Kishan,E Lewis,TA Boult,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,4,Ishan Kishan,E Lewis,TA Boult,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,5,Ishan Kishan,E Lewis,TA Boult,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,2,6,Ishan Kishan,E Lewis,TA Boult,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,1,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,2,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,3,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,4,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,5,Ishan Kishan,E Lewis,GJ Maxwell,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,3,6,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,1,E Lewis,Ishan Kishan,HV Patel,0,0,0,0,0,0,4,0,4,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,2,E Lewis,Ishan Kishan,HV Patel,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,3,Ishan Kishan,E Lewis,HV Patel,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,4,E Lewis,Ishan Kishan,HV Patel,0,0,0,0,0,0,4,0,4,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,5,E Lewis,Ishan Kishan,HV Patel,0,0,0,0,0,0,6,0,6,,,
7948,2,Mumbai Indians,Delhi Daredevils,4,6,E Lewis,Ishan Kishan,HV Patel,0,0,0,0,0,0,1,0,1,,,
7948,2,Mumbai Indians,Delhi Daredevils,5,1,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,5,2,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,6,0,6,,,
7948,2,Mumbai Indians,Delhi Daredevils,5,3,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
7948,2,Mumbai Indians,Delhi Daredevils,5,4,E Lewis,Ishan Kishan,GJ Maxwell,0,0,0,0,0,0,0,0,0,,,
